num_exp,departamento,localidad,barrio,direccion,superficie,fecha_inic,fecha_fin,estado,lat,lng,avance_obra,clasificacion,criterio,tipo_vivienda,cant_dormitorios,observacion,id_familia,representante,cuit_org,nivel_riesgo,cluster,dias_activa
SIM-2025-0117,Capital,Santiago del Estero,FONAVI,Diagonal 5 N° 795,46,25-05-2026,,Avanzada,-27.807932,-64.264842,97,1a,Inclusion,Urbana,2,,117,"Martinez, Mia Valentina",30-71782995-2,bajo,,22
SIM-2025-0118,Capital,Santiago del Estero,Rivadavia,Diagonal 7 N° 56,43,26-03-2025,13-09-2025,Finalizada,-27.768444,-64.245562,100,2a,Inclusion,Urbana,2,,118,"Sanchez, Bautista",30-59804127-3,bajo,,171
SIM-2024-0119,Mitre,Bandera,Santa Rosa,Avenida 6 N° 97,44,18-12-2024,,Avanzada,-29.274342,-62.286046,75,4c,Otro,Urbana,2,,119,"Correa, Isabella",,medio,,545
SIM-2025-0120,Choya,Frías,Centenario,Calle Formosa N° 8634,38,20-01-2025,,Avanzada,-28.653196,-65.131191,79,5d,Exclusion,Urbana,2,,120,"Romero, Ambar",,medio,,512
SIM-2026-0121,Atamisqui,Villa Atamisqui,Los Ejidos,Diagonal Corrientes N° 35,43,25-04-2026,,Iniciada,-28.471652,-63.793411,35,1a,Inclusion,Rural,2,,121,"Molina, Jazmín",30-68902314-5,bajo,,52
SIM-2025-0122,Choya,Frías,,Av. La Rioja N° 175,41,05-12-2024,13-05-2025,Adjudicada,-28.640769,-65.124577,100,4a,Otro,Urbana,3,,122,"Morales, Bautista",30-59804127-3,bajo,,159
SIM-2025-0123,Salavina,Los Telares,Santa Rosa,Calle 2 N° 3962,45,30-05-2025,,Iniciada,-29.216966,-63.519773,14,5b,Exclusion,Urbana,3,,123,"Diaz, Bautista Benjamin",30-68902314-5,alto,,382
SIM-2024-0124,Banda,La Banda,,Diagonal Chubut N° 816,47,26-05-2025,08-10-2025,Adjudicada,-27.748914,-64.239559,100,4b,Otro,Urbana,2,,124,"Pereyra, Lucía ",30-59804127-3,bajo,,135
SIM-2025-0125,Banda,La Banda,San Jorge,Avenida Mendoza N° 3791,59,11-12-2024,09-07-2025,Finalizada,-27.708879,-64.222733,100,1a,Inclusion,Económica,2,,125,"Chavez, Clara",30-59804127-3,bajo,,210
SIM-2024-0126,Salavina,Los Telares,Norte,Diagonal 7 N° 846,45,06-12-2024,17-06-2025,Adjudicada,-29.234812,-63.504298,100,5d,Exclusion,Rural,2,,126,"Ayala, Tobias",30-59804127-3,bajo,,193
SIM-2025-0127,Banda,La Banda,Los Ejidos,Calle 1 N° 4174,38,07-04-2025,05-11-2025,Finalizada,-27.695584,-64.254549,100,OT,Otro,Urbana,3,,127,"Sanchez, Ian Ezequiel",30-59804127-3,bajo,,212
SIM-2026-0128,Figueroa,Suncho Corral,La Reducción,Avenida 4 N° 63,40,26-03-2025,,Iniciada,-28.568789,-63.48123,14,4a,Otro,Rural,3,,128,"Fernandez, Jazmín",30-68902314-5,alto,,447
SIM-2025-0129,Banda,La Banda,Sur,Av. Alvear N° 97,46,01-08-2025,,Iniciada,-27.748664,-64.237293,1,1a,Inclusion,Rural,2,,129,"Morales, Maria Luz",,alto,,319
SIM-2026-0130,Capital,Santiago del Estero,FONAVI,Diag. Mendoza N° 43,40,23-04-2026,,Avanzada,-27.761229,-64.243892,83,2a,Inclusion,Urbana,3,,130,"Garcia, Tobias",30-71782995-2,bajo,,54
SIM-2024-0131,Capital,Santiago del Estero,Los Aromos,Av. Pte. Perón N° 265,35,14-02-2026,,Avanzada,-27.811171,-64.252145,36,4b,Otro,Urbana,3,,131,"Medina, Victoria",30-68902314-5,medio,,122
SIM-2025-0132,General Taboada,Añatuya,Villa Luján,Av. San Luis N° 59,41,18-05-2025,,Iniciada,-28.438034,-62.80777,19,2b,Inclusion,Urbana,3,,132,"Correa, Juan Pablo",,alto,,394
SIM-2025-0133,Pellegrini,Tintina,Norte,Avenida Corrientes N° 4164,43,12-04-2026,,Avanzada,-27.064836,-62.69163,88,2a,Inclusion,Económica,3,,133,"Rodriguez, Mateo",30-71782995-2,bajo,,65
SIM-2025-0134,Mitre,Bandera,,Calle 2 N° 89,40,05-01-2025,,Iniciada,-29.251719,-62.2967,22,2a,Inclusion,Rural,2,,134,"Gonzalez, Pilar",,alto,,527
SIM-2025-0135,Capital,Santiago del Estero,Belgrano,Calle Neuquén N° 895,41,02-11-2025,,Avanzada,-27.794906,-64.260154,49,5c,Exclusion,Rural,2,,135,"Gimenez, Juan Bautista",30-68902314-5,medio,,226
SIM-2024-0136,Rivadavia,Pinto,San Jorge,Diagonal Rosario N° 566,43,16-04-2026,,Avanzada,-29.141789,-61.916217,96,5c,Exclusion,Urbana,3,,136,"Figueroa, Tiziano",30-71782995-2,bajo,,61
SIM-2026-0137,Moreno,Quimilí,Malvinas,Blv. Comodoro Rivadavia N° 9985,49,26-03-2026,,Avanzada,-27.635835,-62.40374,46,2a,Inclusion,Urbana,2,,137,"Vera, Julieta",,bajo,,82
SIM-2026-0138,Capital,Santiago del Estero,25 de Mayo,Blv. 2 N° 6294,53,04-03-2026,,Avanzada,-27.815244,-64.288614,45,5b,Exclusion,Urbana,3,,138,"Aguero, Juan",30-71782995-2,medio,,104
SIM-2024-0139,Capital,Santiago del Estero,Villa Jardín,Calle San Miguel de Tucumán N° 63,55,11-08-2025,06-12-2025,Adjudicada,-27.789018,-64.274473,100,4c,Otro,Rural,2,,139,"Perez, Maia",30-59804127-3,bajo,,117
SIM-2026-0140,Robles,Fernández,San Martín,Blv. Belgrano N° 9984,44,14-01-2026,22-10-2026,Adjudicada,-27.924918,-63.865773,100,3a,Inclusion,Rural,3,,140,"Gomez, Ludmila",,bajo,,281
SIM-2025-0141,Silípica,Clodomira,Centro,Calle Comodoro Rivadavia N° 282,42,27-05-2026,,Avanzada,-27.533907,-64.101404,55,5f,Otro,Rural,2,,141,"Fernandez, Gonzalo",30-71782995-2,bajo,,20
SIM-2025-0142,Banda,La Banda,,Avenida Río Negro N° 19,54,28-11-2024,12-03-2025,Finalizada,-27.717512,-64.228383,100,4a,Otro,Económica,2,,142,"Ramos, Alma",30-59804127-3,bajo,,104
SIM-2025-0143,Atamisqui,Villa Atamisqui,Rivadavia,Diagonal J.J. Castelli N° 462,51,25-04-2025,,Avanzada,-28.498369,-63.808651,45,5f,Otro,Rural,2,,143,"Rojas, Juan Cruz",30-68902314-5,medio,,417
SIM-2025-0144,Copo,Monte Quemado,Sur,Boulevard Entre Ríos N° 55,30,21-02-2025,,Iniciada,-25.831657,-62.852299,5,5e,Exclusion,Urbana,3,,144,"Perez, Camila",30-68902314-5,alto,,480
SIM-2026-0145,Choya,Frías,La Reducción,Blv. La Rioja N° 854,55,20-12-2025,04-03-2026,Finalizada,-28.652849,-65.124084,100,2a,Inclusion,Urbana,2,,145,"Acosta, Camila",30-59804127-3,bajo,,74
SIM-2025-0146,Capital,Santiago del Estero,Santa Rosa,Av. Alem N° 733,34,01-07-2025,30-11-2025,Adjudicada,-27.793666,-64.231685,100,4b,Otro,Urbana,3,,146,"Diaz, Juan Pablo",30-59804127-3,bajo,,152
SIM-2025-0147,Capital,Santiago del Estero,Malvinas,Blv. Merlo N° 506,47,29-01-2025,,Iniciada,-27.825661,-64.262,7,5d,Exclusion,Rural,2,,147,"Martinez, Julieta",30-68902314-5,alto,,503
SIM-2023-0148,Copo,Monte Quemado,Santa Rosa,Camino 1 N° 166,43,30-12-2025,06-06-2026,Finalizada,-25.800589,-62.868214,96,4b,Otro,Rural,3,,148,"Gomez, Nina",,bajo,,158
SIM-2024-0149,Robles,Fernández,FONAVI,Av. Tucumán N° 3538,47,17-11-2024,,Avanzada,-27.95048,-63.874946,67,2a,Inclusion,Urbana,2,,149,"Arias, Catalina",,medio,,576
SIM-2025-0150,Capital,Santiago del Estero,La Reducción,Calle Pte. Perón N° 7394,37,28-01-2025,,Iniciada,-27.811918,-64.27025,33,5f,Otro,Urbana,2,,150,"Bravo, Santiago Benjamin",,medio,,504
SIM-2024-0151,Salavina,Los Telares,,Diagonal Salta N° 5094,37,01-07-2025,01-03-2026,Finalizada,-29.222128,-63.502807,99,3a,Inclusion,Urbana,2,,151,"Rodriguez, Elena",30-71782995-2,bajo,,243
SIM-2026-0152,Robles,Fernández,Villa Hogar,Calle San Martin N° 1129,38,04-05-2026,,Avanzada,-27.917927,-63.896545,64,4b,Otro,Urbana,2,,152,"Coronel, Julieta",30-71782995-2,bajo,,43
SIM-2025-0153,Rivadavia,Pinto,Villa Luján,Diag. Bahía Blanca N° 8072,40,11-09-2025,,Iniciada,-29.154927,-61.915634,11,5b,Exclusion,Urbana,3,,153,"Perez, Lola",30-68902314-5,alto,,278
SIM-2025-0154,Silípica,Clodomira,Autonomía,Calle 6 N° 4128,44,07-02-2025,,Iniciada,-27.592562,-64.097635,3,1a,Inclusion,Urbana,3,,154,"Martinez, Ema",30-68902314-5,alto,,494
SIM-2023-0155,Aguirre,Nueva Esperanza,FONAVI,Av. 5 N° 38,43,01-05-2024,11-01-2025,Finalizada,-27.664595,-62.414148,100,2b,Inclusion,Urbana,2,,155,"Ojeda, Delfina",30-59804127-3,bajo,,255
SIM-2025-0156,Ojo de Agua,Ojo de Agua,Sur,Avenida Mendoza N° 155,49,08-09-2025,,Iniciada,-29.512977,-63.685945,26,5b,Exclusion,Rural,1,,156,"Gomez, Valentina",,alto,,281
SIM-2026-0157,Banda,La Banda,FONAVI,Avenida 9 N° 89,42,22-04-2026,,Avanzada,-27.744549,-64.250365,77,1a,Inclusion,Urbana,2,,157,"Gonzalez, Felicitas",30-71782995-2,bajo,,55
SIM-2025-0158,Capital,Santiago del Estero,Belgrano,Camino Malvinas Argentinas N° 554,54,13-04-2026,,Avanzada,-27.836435,-64.288273,61,2b,Inclusion,Rural,3,,158,"Lopez, Delfina",30-71782995-2,bajo,,64
SIM-2025-0159,Banda,La Banda,Centro,Diagonal Misiones N° 9336,48,07-05-2026,,Avanzada,-27.705391,-64.244483,80,3a,Inclusion,Rural,2,,159,"Miranda, Felipe",30-71782995-2,bajo,,40
SIM-2025-0160,Banda,La Banda,Sur,Diagonal 4 N° 597,52,19-06-2025,09-02-2026,Finalizada,-27.729397,-64.18458,100,4a,Otro,Urbana,3,,160,"Castillo, Simon",30-59804127-3,bajo,,235
SIM-2025-0161,Moreno,Quimilí,Santa Rosa,Calle Bahía Blanca N° 97,33,08-10-2024,03-01-2025,Finalizada,-27.640303,-62.4302,93,2a,Inclusion,Urbana,2,,161,"Ponce, Isabella",,bajo,,87
SIM-2024-0162,Capital,Santiago del Estero,Centro,Diagonal Pte. Perón N° 9514,34,30-09-2025,,Avanzada,-27.791338,-64.274614,48,1a,Inclusion,Urbana,2,,162,"Escobar, Abigail",30-68902314-5,medio,,259
SIM-2024-0163,Jiménez,Añatuya,Rivadavia,Av. Tucumán N° 4774,56,26-05-2025,01-03-2026,Finalizada,-28.471638,-62.860468,100,2a,Inclusion,Urbana,3,,163,"Suarez, Joaquin",30-59804127-3,bajo,,279
SIM-2025-0164,General Taboada,Añatuya,Santa Rosa,Av. Malvinas Argentinas N° 145,54,16-06-2025,23-02-2026,Finalizada,-28.45513,-62.829144,100,2a,Inclusion,Urbana,2,,164,"Miranda, Thiago Agustin",,bajo,,252
SIM-2024-0165,Silípica,Clodomira,Los Aromos,Av. Mendoza N° 982,55,08-05-2025,02-02-2026,Finalizada,-27.569607,-64.148503,94,4a,Otro,Rural,2,,165,"Ponce, Julia",,bajo,,270
SIM-2025-0166,Capital,Santiago del Estero,Malvinas,Blv. Ciudad Autónoma de Buenos Aires N° 875,43,10-01-2025,,Iniciada,-27.7853,-64.27967,34,1a,Inclusion,Económica,2,,166,"Acuña, Renata",30-71782995-2,medio,,522
SIM-2026-0167,Capital,Santiago del Estero,,Calle Ushuaia N° 837,50,25-05-2026,,Avanzada,-27.810761,-64.28589,59,5f,Otro,Rural,2,,167,"Lucero, Felicitas",30-68902314-5,bajo,,22
SIM-2023-0168,Robles,Fernández,San Jorge,Avenida Pte. Perón N° 894,48,08-08-2024,09-02-2025,Finalizada,-27.892631,-63.912174,100,2a,Inclusion,Urbana,3,,168,"Luna, Camila",30-59804127-3,bajo,,185
SIM-2024-0169,Capital,Santiago del Estero,4 de Junio,Avenida Catamarca N° 58,40,14-08-2025,,Iniciada,-27.806712,-64.269768,12,5f,Otro,Urbana,2,,169,"Vega, Juan Martin",30-68902314-5,alto,,306
SIM-2025-0170,Moreno,Quimilí,25 de Mayo,Calle 5 N° 995,38,10-06-2025,,Iniciada,-27.653552,-62.412127,18,4b,Otro,Urbana,2,,170,"Benitez, Olivia",30-68902314-5,alto,,371
SIM-2025-0171,Jiménez,Añatuya,Los Ejidos,Camino Mendoza N° 7892,42,15-05-2026,,Avanzada,-28.455132,-62.841904,75,1a,Inclusion,Rural,2,,171,"Moreno, Tiziano Benjamin",30-71782995-2,bajo,,32
SIM-2025-0172,Figueroa,Suncho Corral,FONAVI,Calle Malvinas Argentinas N° 229,49,19-05-2025,,Avanzada,-28.574336,-63.453382,72,1a,Inclusion,Urbana,3,,172,"Lucero, Charo",,medio,,393
SIM-2024-0173,Figueroa,Suncho Corral,25 de Mayo,Calle 2 N° 9856,45,02-02-2025,14-07-2025,Adjudicada,-28.548983,-63.460596,100,2a,Inclusion,Rural,2,,173,"Perez, Salvador",30-59804127-3,bajo,,162
SIM-2025-0174,Banda,La Banda,4 de Junio,Av. 6 N° 53,48,21-07-2025,26-04-2026,Finalizada,-27.721475,-64.270049,100,4c,Otro,Urbana,2,,174,"Barrios, Miguel Angel",30-59804127-3,bajo,,279
SIM-2024-0175,Capital,Santiago del Estero,4 de Junio,Avenida Resistencia N° 99,39,14-09-2025,07-03-2026,Adjudicada,-27.806927,-64.250729,100,4b,Otro,Económica,2,,175,"Perez, Augusto",30-59804127-3,bajo,,174
SIM-2023-0176,Pellegrini,Tintina,Villa Hogar,Diagonal Malvinas Argentinas N° 323,44,21-07-2025,,Iniciada,-27.066488,-62.745296,3,5d,Exclusion,Económica,3,,176,"Martinez, Mora",30-68902314-5,alto,,330
SIM-2024-0177,Salavina,Los Telares,Los Aromos,Diagonal 1 N° 41,48,04-03-2026,14-05-2026,Finalizada,-29.216325,-63.536278,87,5c,Exclusion,Rural,3,,177,"Gimenez, Agustín",,bajo,,71
SIM-2025-0178,Copo,Monte Quemado,San Martín,Diagonal 5 N° 1130,36,30-03-2025,,Iniciada,-25.829907,-62.832189,35,2b,Inclusion,Urbana,2,,178,"Gomez, Alma",,medio,,443
SIM-2026-0179,Capital,Santiago del Estero,La Reducción,Blv. Alem N° 239,38,19-01-2026,,Avanzada,-27.806733,-64.260147,72,4b,Otro,Urbana,2,,179,"Gimenez, Thiago Ezequiel",,medio,,148
SIM-2025-0180,Jiménez,Añatuya,San Jorge,Blv. San Luis N° 925,40,17-02-2025,,Avanzada,-28.466922,-62.822887,76,4b,Otro,Urbana,1,,180,"Vera, Bautista",30-71782995-2,medio,,484
SIM-2023-0181,Silípica,Clodomira,Catamarca,Av. 6 N° 548,48,24-03-2026,,Avanzada,-27.555958,-64.153335,62,OT,Otro,Urbana,2,,181,"Moreno, Bruno",30-71782995-2,bajo,,84
SIM-2025-0182,Guasayán,El Charco,Villa Hogar,Av. Alem N° 84,38,09-12-2025,,Avanzada,-28.038052,-65.06749,53,2a,Inclusion,Urbana,2,,182,"Torres, Dante",,medio,,189
SIM-2026-0183,Moreno,Quimilí,Centro,Diagonal Chubut N° 105,47,01-05-2025,31-07-2025,Adjudicada,-27.627613,-62.416655,100,4a,Otro,Rural,2,,183,"Cordoba, Alma",30-59804127-3,bajo,,91
SIM-2025-0184,Ojo de Agua,Ojo de Agua,Norte,Calle Córdoba N° 752,43,10-04-2025,,Iniciada,-29.519872,-63.695441,26,1a,Inclusion,Rural,2,,184,"Ferreyra, Francesca",30-71782995-2,alto,,432
SIM-2025-0185,Atamisqui,Villa Atamisqui,Centenario,Diagonal Belgrano N° 595,46,22-03-2026,,Avanzada,-28.45998,-63.81642,61,4a,Otro,Urbana,2,,185,"Correa, Julia",30-71782995-2,bajo,,86
SIM-2026-0186,Capital,Santiago del Estero,Villa Luján,Boulevard Santa Rosa N° 4666,41,29-11-2025,,Avanzada,-27.802414,-64.269777,53,2b,Inclusion,Urbana,3,,186,"Paz, Valentina",30-68902314-5,medio,,199
SIM-2026-0187,Capital,Santiago del Estero,Centro,Diagonal Corrientes N° 65,46,06-05-2026,,Avanzada,-27.7879,-64.268578,51,3a,Inclusion,Urbana,2,,187,"Rios, Constantino",,bajo,,41
SIM-2026-0188,Banda,La Banda,La Reducción,Diagonal Córdoba N° 776,42,30-01-2026,07-04-2026,Finalizada,-27.697643,-64.22432,100,4a,Otro,Urbana,1,,188,"Arias, Martina",30-59804127-3,bajo,,67
SIM-2025-0189,Capital,Santiago del Estero,4 de Junio,Blv. Resistencia N° 63,30,02-07-2025,04-09-2025,Finalizada,-27.773378,-64.268345,100,5g,Exclusion,Urbana,1,,189,"Ramirez, Santiago",30-59804127-3,bajo,,64
SIM-2025-0190,Rivadavia,Pinto,Rivadavia,Diagonal Belgrano N° 642,42,27-04-2026,,Avanzada,-29.171146,-61.930674,60,2a,Inclusion,Urbana,2,,190,"Castro, Tomas",30-71782995-2,bajo,,50
SIM-2024-0191,Robles,Fernández,Catamarca,Camino Catamarca N° 88,46,16-04-2026,,Avanzada,-27.926668,-63.856824,99,4b,Otro,Rural,2,,191,"Gomez, Valentina Jazmin",30-71782995-2,bajo,,61
SIM-2026-0192,Choya,Frías,Rivadavia,Av. 4 N° 172,30,06-01-2026,,Iniciada,-28.651944,-65.122071,7,2b,Inclusion,Rural,2,,192,"Godoy, Emilia",,alto,,161
SIM-2023-0193,Robles,Fernández,Centro,Avenida Viedma N° 82,34,15-01-2025,30-06-2025,Adjudicada,-27.922759,-63.873124,100,2a,Inclusion,Económica,3,,193,"Rodriguez, Salvador",30-59804127-3,bajo,,166
SIM-2025-0194,Capital,Santiago del Estero,Los Ejidos,Blv. Rivadavia N° 779,41,09-07-2025,,Iniciada,-27.774412,-64.254907,32,2a,Inclusion,Urbana,2,,194,"Lopez, Milagros",,medio,,342
SIM-2025-0195,Banda,La Banda,Villa Jardín,Avenida Güemes N° 556,45,07-04-2025,24-06-2025,Adjudicada,-27.72361,-64.199128,100,4a,Otro,Rural,2,,195,"Rojas, Ignacio",30-59804127-3,bajo,,78
SIM-2025-0196,Banda,La Banda,Centenario,Av. 7 N° 59,38,07-11-2025,31-01-2026,Adjudicada,-27.730532,-64.248268,100,2a,Inclusion,Rural,1,,196,"Gutierrez, Pilar",30-59804127-3,bajo,,85
SIM-2025-0197,Jiménez,Añatuya,Norte,Blv. La Pampa N° 754,45,10-10-2025,29-12-2025,Adjudicada,-28.445054,-62.85641,100,2a,Inclusion,Rural,1,,197,"Aguirre, Olivia",30-59804127-3,bajo,,80
SIM-2023-0198,Capital,Santiago del Estero,Centenario,Av. Entre Ríos N° 616,46,31-10-2025,28-02-2026,Finalizada,-27.803598,-64.252378,87,4a,Otro,Rural,2,,198,"Romero, Morena",,bajo,,120
SIM-2025-0199,Capital,Santiago del Estero,,Av. Chilecito N° 432,42,25-08-2024,22-12-2024,Finalizada,-27.776324,-64.27018,100,2a,Inclusion,Urbana,3,,199,"Gonzalez, Nicolas",30-59804127-3,bajo,,119
SIM-2025-0200,Capital,Santiago del Estero,Autonomía,Av. Catamarca N° 83,47,10-11-2025,,Avanzada,-27.812618,-64.268997,42,2a,Inclusion,Urbana,3,,200,"Diaz, Alma",30-68902314-5,medio,,218
SIM-2025-0201,Banda,La Banda,25 de Mayo,Calle Buenos Aires N° 19,50,01-11-2025,,Avanzada,-27.721374,-64.256599,75,4c,Otro,Rural,3,,201,"Benitez, Santino",30-71782995-2,medio,,227
SIM-2026-0202,Choya,Frías,Autonomía,Diagonal Neuquén N° 42,57,01-05-2026,,Iniciada,-28.623599,-65.129558,31,5e,Exclusion,Urbana,2,,202,"Martinez, Benjamin",30-68902314-5,bajo,,46
SIM-2024-0203,Aguirre,Nueva Esperanza,Villa Hogar,Diagonal Río Negro N° 2029,32,23-04-2026,,Avanzada,-27.665928,-62.440404,69,2a,Inclusion,Urbana,3,,203,"Medina, Ian Ezequiel",30-71782995-2,bajo,,54
SIM-2026-0204,Capital,Santiago del Estero,25 de Mayo,Av. San Ferando del Valle de Catamarca N° 18,44,08-10-2025,21-01-2026,Finalizada,-27.768071,-64.249221,100,1a,Inclusion,Rural,3,,204,"Figueroa, Salvador",30-59804127-3,bajo,,105
SIM-2025-0205,Aguirre,Nueva Esperanza,Palermo,Avenida San Juan N° 841,61,27-12-2024,05-06-2025,Adjudicada,-27.646961,-62.438259,100,1a,Inclusion,Rural,2,,205,"Mendez, Nahuel",30-59804127-3,bajo,,160
SIM-2024-0206,Jiménez,Añatuya,San Jorge,Av. 7 N° 94,49,08-04-2026,,Avanzada,-28.457674,-62.839031,67,2a,Inclusion,Rural,2,,206,"Sosa, Matias",30-71782995-2,bajo,,69
SIM-2025-0207,Jiménez,Añatuya,San Martín,Diagonal 3 N° 138,38,01-12-2025,13-04-2026,Adjudicada,-28.451342,-62.83697,100,2b,Inclusion,Rural,3,,207,"Sanchez, Nicolas",30-71782995-2,bajo,,133
SIM-2025-0208,Jiménez,Añatuya,Centro,Boulevard Corrientes N° 387,53,06-05-2026,,Avanzada,-28.451514,-62.807124,62,4c,Otro,Rural,2,,208,"Diaz, Thiago Ezequiel",30-71782995-2,bajo,,41
SIM-2025-0209,Pellegrini,Tintina,Villa Jardín,Avenida Rosario N° 9056,37,26-01-2025,,Avanzada,-27.005323,-62.725202,38,2b,Inclusion,Económica,1,,209,"Gutierrez, Martina",,medio,,506
SIM-2024-0210,Moreno,Quimilí,Sur,Calle Formosa N° 6573,52,05-04-2026,,Avanzada,-27.640264,-62.411997,87,2a,Inclusion,Urbana,3,,210,"Maidana, Bautista Benjamin",30-71782995-2,bajo,,72
SIM-2026-0211,Silípica,Clodomira,La Reducción,Diagonal Alvear N° 475,43,10-06-2026,,Iniciada,-27.601464,-64.105468,11,1a,Inclusion,Urbana,2,,211,"Perez, Francisco",,bajo,,6
SIM-2025-0212,Copo,Monte Quemado,Villa Luján,Calle San Miguel de Tucumán N° 465,32,17-05-2026,,Avanzada,-25.807684,-62.849218,92,4c,Otro,Urbana,1,,212,"Garcia, Santiago",30-71782995-2,bajo,,30
SIM-2026-0213,Jiménez,Añatuya,La Reducción,Calle J.J. Castelli N° 767,35,20-05-2026,,Iniciada,-28.445183,-62.83968,15,1a,Inclusion,Urbana,2,,213,"Toledo, Josefina",30-68902314-5,bajo,,27
SIM-2025-0214,Banda,La Banda,Villa Luján,Av. San Luis N° 5984,56,25-02-2025,09-09-2025,Finalizada,-27.758311,-64.246044,83,1a,Inclusion,Rural,3,,214,"Peralta, Benjamin",30-71782995-2,bajo,,196
SIM-2024-0215,Figueroa,Suncho Corral,Palermo,Av. Güemes N° 49,42,29-04-2026,,Avanzada,-28.562673,-63.470057,59,5b,Exclusion,Rural,3,,215,"Gonzalez, Juan Francisco",30-71782995-2,bajo,,48
SIM-2025-0216,Guasayán,El Charco,Los Aromos,Calle Omar Nuñez N° 55,44,15-02-2026,25-04-2026,Finalizada,-28.068909,-65.071544,100,2b,Inclusion,Económica,2,,216,"Sosa, Bautista",30-59804127-3,bajo,,69
SIM-2023-0217,General Taboada,Añatuya,Villa Jardín,Diagonal Malvinas Argentinas N° 59,57,11-04-2025,29-10-2025,Finalizada,-28.475157,-62.816468,91,3a,Inclusion,Rural,2,,217,"Lucero, Morena",,bajo,,201
SIM-2025-0218,Capital,Santiago del Estero,Rivadavia,Blv. G. Brown N° 8988,36,04-11-2025,,Avanzada,-27.774722,-64.26584,35,5b,Exclusion,Urbana,2,,218,"Diaz, Mateo",30-68902314-5,medio,,224
SIM-2024-0219,Figueroa,Suncho Corral,San Jorge,Camino Ciudad Autónoma de Buenos Aires N° 630,44,20-07-2025,27-10-2025,Finalizada,-28.51168,-63.441934,94,2b,Inclusion,Rural,2,,219,"Morales, Lourdes",,bajo,,99
SIM-2025-0220,Silípica,Clodomira,San Martín,Diagonal Alvear N° 73,43,25-03-2025,30-10-2025,Adjudicada,-27.571434,-64.129434,100,2b,Inclusion,Rural,3,,220,"Sanchez, Francesca",30-59804127-3,bajo,,219
SIM-2026-0221,Capital,Santiago del Estero,San Jorge,Diagonal Río Gallegos N° 9770,44,07-05-2026,,Iniciada,-27.805326,-64.270843,30,1a,Inclusion,Económica,1,,221,"Rojas, Martina",,bajo,,40
SIM-2025-0222,Capital,Santiago del Estero,Villa Luján,Av. Rivadavia N° 6849,45,19-12-2025,,Iniciada,-27.804782,-64.273831,24,4a,Otro,Rural,1,,222,"Sanchez, Juan Cruz",30-68902314-5,alto,,179
SIM-2025-0223,Capital,Santiago del Estero,Sur,Diagonal 2 N° 45,30,11-09-2025,,Iniciada,-27.79959,-64.233928,17,5a,Exclusion,Urbana,1,,223,"Ruiz, Charo",30-68902314-5,alto,,278
SIM-2024-0224,Capital,Santiago del Estero,Palermo,Av. Mitre N° 43,30,11-05-2026,,Avanzada,-27.775353,-64.23857,69,OT,Otro,Rural,1,,224,"Gonzalez, Juana",30-71782995-2,bajo,,36
SIM-2026-0225,Silípica,Clodomira,Palermo,Av. J.B. Alberdi N° 55,34,16-05-2026,,Avanzada,-27.577168,-64.139686,93,2a,Inclusion,Rural,3,,225,"Figueroa, Maria Paz",30-71782995-2,bajo,,31
SIM-2026-0226,Capital,Santiago del Estero,Autonomía,Boulevard 1 N° 4914,56,17-05-2026,,Avanzada,-27.809001,-64.28099,75,1a,Inclusion,Rural,3,,226,"Rodriguez, Benjamin",30-71782995-2,bajo,,30
SIM-2025-0227,Capital,Santiago del Estero,La Reducción,Avenida San Ferando del Valle de Catamarca N° 8361,49,02-09-2025,07-02-2026,Adjudicada,-27.778158,-64.238112,100,1a,Inclusion,Urbana,2,,227,"Chavez, Valentino",30-59804127-3,bajo,,158
SIM-2025-0228,Banda,La Banda,,Calle Salta N° 726,47,24-12-2025,28-03-2026,Adjudicada,-27.755323,-64.249441,100,5e,Exclusion,Urbana,2,,228,"Perez, Emilia",30-59804127-3,bajo,,94
SIM-2024-0229,Aguirre,Nueva Esperanza,Centenario,Calle J.B. Alberdi N° 893,42,08-10-2025,,Iniciada,-27.673998,-62.405166,3,2b,Inclusion,Urbana,1,,229,"Morales, Felipe",30-68902314-5,alto,,251
SIM-2026-0230,Robles,Fernández,4 de Junio,Camino Rivadavia N° 9774,47,14-04-2026,,Avanzada,-27.933747,-63.874203,79,2a,Inclusion,Rural,2,,230,"Farias, Juan Ignacio",30-71782995-2,bajo,,63
SIM-2026-0231,Aguirre,Nueva Esperanza,4 de Junio,Diagonal J.B. Alberdi N° 844,36,01-04-2026,,Avanzada,-27.658497,-62.397132,88,5d,Exclusion,Rural,2,,231,"Medina, Ambar",30-71782995-2,bajo,,76
SIM-2025-0232,Ojo de Agua,Ojo de Agua,Villa Jardín,Av. Posadas N° 48,42,30-03-2025,,Iniciada,-29.497913,-63.686324,2,4b,Otro,Urbana,2,,232,"Lopez, Sofia",30-71782995-2,alto,,443
SIM-2025-0233,Mitre,Bandera,,Avenida Entre Ríos N° 437,50,17-05-2026,,Avanzada,-29.26813,-62.29052,94,2b,Inclusion,Rural,2,,233,"Gimenez, Ema",30-71782995-2,bajo,,30
SIM-2025-0234,Capital,Santiago del Estero,La Reducción,Boulevard Buenos Aires N° 7451,51,29-03-2025,06-11-2025,Finalizada,-27.798328,-64.270409,100,2b,Inclusion,Urbana,3,,234,"Duarte, Francisco",30-59804127-3,bajo,,222
